datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
Police District,https://data.montgomerycountymd.gov/dataset/Police-District/9qet-izpa,NA,NA,January 27 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=52,52
Police District [arcgis_rest_services_GDX_police_district_MapServer_0],https://data.montgomerycountymd.gov/Public-Safety/Police-District-arcgis_rest_services_GDX_police_di/848i-8umt, https://gis3.montgomerycountymd.gov/arcgis/rest/services/GDX/police_district/MapServer/0 ,Public Safety,December 23 2015,"district,mcpd,police,",https://data.montgomerycountymd.gov/browse?&page=49,49
Police Response Area [arcgis_rest_services_GDX_police_response_area_MapServer_0],https://data.montgomerycountymd.gov/Public-Safety/Police-Response-Area-arcgis_rest_services_GDX_poli/6vxx-pvzn, https://gis3.montgomerycountymd.gov/arcgis/rest/services/GDX/police_response_area/MapServer/0 ,Public Safety,December 23 2015,"mcpd,pra,police reporting area,police response area,area,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=24,24
Police Stations,https://data.montgomerycountymd.gov/Public-Safety/Police-Stations/caxq-tx48, https://gis3.montgomerycountymd.gov/arcgis/rest/services/GDX/police_station_pts/MapServer/0 ,Public Safety,April 11 2016,"station,police,",https://data.montgomerycountymd.gov/browse?&page=38,38
Police Stations,https://data.montgomerycountymd.gov/Public-Safety/Police-Stations/iuz8-56pi,NA,Public Safety,February 21 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=70,70
Pool Inspections,https://data.montgomerycountymd.gov/Health-and-Human-Services/Pool-Inspections/k35y-k582," This dataset includes critical public swimming pool violations requiring immediate correction. Violations may lead to a temporary closure while the inspector is on site until such violation is corrected or summarily suspend a license if not corrected prior to the inspector completing the inspection and leaving the premise.
Update Frequency: Daily ",Health and Human Services,January 29 2020,"pool,inspections,health,violations,",https://data.montgomerycountymd.gov/browse?&page=20,20
Population Health Measures: Age-Adjusted Mortality Rates,https://data.montgomerycountymd.gov/Health-and-Human-Services/Population-Health-Measures-Age-Adjusted-Mortality-/j55i-sqj8," Age-adjustment mortality rates are rates of deaths that are computed using a statistical method to create a metric based on the true death rate so that it can be compared over time for a single population (i.e. comparing 2006-2008 to 2010-2012), as well as enable comparisons across different populations with possibly different age distributions in their populations (i.e. comparing Hispanic residents to Asian residents). Age adjustment methods applied to Montgomery County rates are consistent with US Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS) as well as Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA).
PHS Planning and Epidemiology receives an annual data file of Montgomery County resident deaths registered with Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA). Using SAS analytic software, MCDHHS standardizes, aggregates, and calculates age-adjusted rates for each of the leading causes of death category consistent with state and national methods and by subgroups based on age, gender, race, and ethnicity combinations. Data are released in compliance with Data Use Agreements between DHMH VSA and MCDHHS. This dataset will be updated Annually. ",Health and Human Services,June 17 2015,"rates,mortality,adjusted,age,measures,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=6,6
Population Health Measures: Age-Adjusted Mortality Rates-API,https://data.montgomerycountymd.gov/Health-and-Human-Services/Population-Health-Measures-Age-Adjusted-Mortality-/szbi-uza4," Age-adjustment mortality rates are rates of deaths that are computed using a statistical method to create a metric based on the true death rate so that it can be compared over time for a single population (i.e. comparing 2006-2008 to 2010-2012), as well as enable comparisons across different populations with possibly different age distributions in their populations (i.e. comparing Hispanic residents to Asian residents). Age adjustment methods applied to Montgomery County rates are consistent with US Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS) as well as Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA).
PHS Planning and Epidemiology receives an annual data file of Montgomery County resident deaths registered with Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA). Using SAS analytic software, MCDHHS standardizes, aggregates, and calculates age-adjusted rates for each of the leading causes of death category consistent with state and national methods and by subgroups based on age, gender, race, and ethnicity combinations. Data are released in compliance with Data Use Agreements between DHMH VSA and MCDHHS. This dataset will be updated Annually. ",Health and Human Services,August 10 2015,"rates,mortality,adjusted,age,measures,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=34,34
Post Offices,https://data.montgomerycountymd.gov/Community-Recreation/Post-Offices/sqip-urmr," Address and Locations for Post Offices in Montgomery County, MD. ",Community/Recreation,May 28 2015,"usps,post office,mail,",https://data.montgomerycountymd.gov/browse?&page=19,19
Post Offices [arcgis_rest_services_ploi_post_office_MapServer_0],https://data.montgomerycountymd.gov/Community-Recreation/Post-Offices-arcgis_rest_services_ploi_post_office/r8x4-tzby, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/post_office/MapServer/0 ,Community/Recreation,April 4 2018,"stamps,post office,mail,postal,",https://data.montgomerycountymd.gov/browse?&page=59,59
Post Offices Map,https://data.montgomerycountymd.gov/dataset/Post-Offices-Map/yi53-eg4q," Address and Locations for Post Offices in Montgomery County, MD. ",NA,August 27 2016,"usps,post office,mail,",https://data.montgomerycountymd.gov/browse?&page=9,9
Precinct [arcgis_rest_services_elections_polling_place_MapServer_1],https://data.montgomerycountymd.gov/Elections/Precinct-arcgis_rest_services_elections_polling_pl/qg7h-kbw9, https://gis3.montgomerycountymd.gov/arcgis/rest/services/elections/polling_place/MapServer/1 ,Elections,January 27 2018,"vote,precinct,election precinct,geographic,map,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=5,5
Prevailing Wage Contracts,https://data.montgomerycountymd.gov/Government/Prevailing-Wage-Contracts/4z7u-ztt6, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=13,13
Primary Residence Property Tax 2016,https://data.montgomerycountymd.gov/Finance-Tax-Property/Primary-Residence-Property-Tax-2016/s2dr-jg8c," This data represents all of the County’s residential real estate properties and all of the associated tax charges and credits with that property processed at the annual billing in July of each year, excluding any subsequent billing additions and/or revisions throughout the year. This dataset excludes the names of the property owners. The addresses in this database represent the address of the property. For more information about the individual taxes and credits, please go to http://www.montgomerycountymd.gov/finance/taxes/faqs.html#credit. Update Frequency: Updated Annually in July ",Finance/Tax/Property,June 21 2017,"house,credits,bill,treasury,resident,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=39,39
Private Schools,https://data.montgomerycountymd.gov/dataset/Private-Schools/6ne3-hdd9, https://gis3.montgomerycountymd.gov/arcgis/rest/services/GDX/school_private_pts/MapServer/0 ,NA,December 23 2015,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=57,57
procurement,https://data.montgomerycountymd.gov/Government/procurement/mh7n-3kmr, The following dataset is a listing of all active County contracts. This list is updated daily. Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=34,34
Product Purchases by DLC,https://data.montgomerycountymd.gov/Community-Recreation/Product-Purchases-by-DLC/kpfd-c5d5," This dataset contains a list of items in case units by category and supplier that have been purchased by the Department of Liquor Control in the past month.
Update Frequency : Monthly ",Community/Recreation,January 1 2020,"liquor,alcohol,sale,",https://data.montgomerycountymd.gov/browse?&page=42,42
Property Tax Credits,https://data.montgomerycountymd.gov/Finance-Tax-Property/Property-Tax-Credits/nidv-zajy," This View contains Property Tax Credit Information. The County offers many tax credits and exemptions against the real property tax. The majority of property tax credits is determined by the Maryland State Department of Assessments and Taxation (SDAT). Specifically, SDAT determines whether a property is a “principal residence” (i.e., owner-occupied) which makes the property eligible for the County’s largest tax expenditures - homestead credit and local income tax offset credit. Moreover, the computation of many credits is performed by SDAT (e.g., homestead credit, homeowners property tax credit, senior credit), with only a minor portion of the credits computed by the Department of Finance, Treasury Division. To learn more, visit us at www.montgomerycountymd.gov/propertytaxcredits Update Frequency: Updated Annually in July ",Finance/Tax/Property,August 8 2016,"house,credits,bill,treasury,resident,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=16,16
